GPS_Time(s),PRN,nSV,pseudorange,C/N0,Elevation,Azimuth,err_tropo,err_iono,sat_clock_error,Pseudorange_residual,Normalized_Pseudorange_residual,Pr_rate_consitency,Sat_pos_x,Sat_pos_y,Sat_pos_z,LOS/NLOS_label
 55873,  5,12,23607144.737000,41.000000,16.334228,95.876327,8.391766,3.531600,-1687.838926,-5.690167,-0.388303,-0.627435,-26402473.786470,2496791.654999,2786737.796679,1.000000
 55873, 12,12,24584875.839000,26.000000,5.396157,152.247643,22.305692,4.497278,97536.364484,5.162871,0.352320,9.418079,-17446458.362549,10293819.246046,-17267518.175441,1.000000
 55873, 13,12,23072954.056000,34.000000,20.179800,39.456999,6.873621,3.249202,-27929.565073,8.979144,0.612746,-3.178971,-15687900.366788,572271.700260,21318245.454960,-1.000000
 55873, 15,12,20718771.642000,29.000000,49.739037,15.917642,3.130146,1.890460,-105540.300219,-17.365114,-1.185014,10.049540,-9918141.274365,12930641.901837,20706214.436904,-1.000000
 55873, 24,12,19798559.581000,45.000000,68.759206,139.102965,2.564326,1.576719,-15483.352401,6.813934,0.464990,-0.102854,-14868260.253514,21338754.721637,4444144.219206,1.000000
 55873, 29,12,23068271.356000,36.000000,19.481764,212.986861,7.105225,3.298382,127928.097113,2.099333,0.143261,-0.332501,2782905.951584,23566387.337257,-11967264.181201,1.000000
 55873, 36,12,23013368.576000,37.000000,9.810782,63.787285,13.516465,4.077368,79756.478366,-29.398179,-2.006163,-0.796710,-21417849.981267,-3337968.317806,13457021.547693,1.000000
 55873, 37,12,20781125.132000,18.000000,34.919511,16.432616,4.166755,2.408749,-8842.946257,43.072641,2.939323,8.711555,-8951090.096635,7858888.855077,22556067.263795,-1.000000
 55873, 47,12,20812820.815000,40.000000,33.876613,67.545739,4.278247,2.456630,-3644.212658,-7.264076,-0.495708,0.225183,-20832982.221108,6378733.597327,13191456.664975,1.000000
 55873, 48,12,20841637.055000,43.000000,32.834925,147.660796,4.397187,2.506104,28655.491156,13.562027,0.925487,-0.339488,-17969573.264094,16512377.833578,-7260241.987731,1.000000
 55873, 51,12,22792026.539000,34.000000,12.662711,183.000740,10.668985,3.828117,-16584.686940,8.233631,0.561872,2.945319,-6801726.726592,18059264.462084,-16686905.162848,1.000000
 55873, 52,12,20060391.647000,29.000000,46.732243,236.484474,3.279783,1.973006,-102761.728623,-28.206044,-1.924811,-1.464194,1408905.041000,25481834.354606,889295.637468,1.000000
 55874,  5,12,23607611.284000,39.000000,16.330871,95.883156,8.401281,3.531859,-1687.838361,-0.782784,-0.054256,-0.914430,-26402843.981141,2496495.530426,2783631.427945,1.000000
 55874, 12,12,24584609.049000,26.000000,5.399418,152.241742,22.317353,4.496952,97536.363955,3.457626,0.239652,-11.493597,-17448601.881539,10293545.064039,-17265475.114369,1.000000
 55874, 13,12,23073614.357000,34.000000,20.174110,39.460735,6.881899,3.249599,-27929.565294,7.366489,0.510579,0.250127,-15688914.778625,569737.036620,21317570.531742,-1.000000
 55874, 15,12,20719218.383000,30.000000,49.733821,15.925826,3.133322,1.890594,-105540.300816,-19.295519,-1.337393,4.129803,-9919753.005589,12928476.384488,20706827.272551,-1.000000
 55874, 24,12,19798472.734000,45.000000,68.765491,139.085382,2.566622,1.576664,-15483.353238,5.387423,0.373408,-0.604227,-14868307.601391,21338068.662037,4447226.939241,1.000000
 55874, 29,12,23068867.499000,36.000000,19.476796,212.981129,7.113605,3.298735,127928.095164,3.866766,0.268010,-0.133115,2782080.279941,23565109.245702,-11969977.199547,1.000000
 55874, 36,12,23013756.145000,37.000000,9.808149,63.795238,13.532521,4.077606,79756.478639,-30.069959,-2.084181,-0.542002,-21419557.274493,-3338662.577723,13454125.619539,1.000000
 55874, 37,12,20781334.818000,19.000000,34.918392,16.442823,4.170779,2.408799,-8842.947893,45.850648,3.177957,10.680672,-8953892.340050,7857592.956154,22555407.560628,-1.000000
 55874, 47,12,20813004.282000,40.000000,33.875861,67.534515,4.282343,2.456666,-3644.212930,-9.491411,-0.657860,0.051554,-20831376.729158,6377880.459480,13194413.901296,1.000000
 55874, 48,12,20841107.960000,42.000000,32.842949,147.655016,4.400363,2.505716,28655.491156,15.522339,1.075870,-0.598938,-17970310.985724,16513057.934599,-7256848.352966,1.000000
 55874, 51,12,22792928.528000,33.000000,12.655014,182.998387,10.685111,3.828767,-16584.686940,5.114977,0.354524,-6.581915,-6801657.389467,18056972.572178,-16689413.732355,1.000000
 55874, 52,12,20060933.494000,31.000000,46.725444,236.473901,3.283224,1.973205,-102761.728896,-26.926595,-1.866311,7.531346,1409147.632976,25481946.080297,885698.854664,1.000000
 55875,  5,12,23608078.234000,43.000000,16.327470,95.889992,8.398593,3.532121,-1687.837796,2.205370,0.130331,-0.731007,-26403213.804600,2496199.419549,2780524.999199,1.000000
 55875, 12,12,24584346.545000,32.000000,5.402623,152.235833,22.296131,4.496632,97536.363426,0.487607,0.028816,-6.602316,-17450745.165912,10293271.031090,-17263431.687368,1.000000
 55875, 13,12,23074275.764000,35.000000,20.168412,39.464486,6.880172,3.249997,-27929.565515,8.652157,0.511317,1.133783,-15689929.306853,567202.510850,21316895.150456,-1.000000
 55875, 15,12,20719655.404000,29.000000,49.728618,15.934045,3.131945,1.890728,-105540.301414,-24.756478,-1.463034,-5.897344,-9921364.889913,12926310.888650,20707439.657206,-1.000000
 55875, 24,12,19798386.445000,45.000000,68.771719,139.067799,2.565189,1.576609,-15483.354074,9.091235,0.537265,-0.308721,-14868354.805729,21337382.259707,4450309.562738,1.000000
 55875, 29,12,23069463.380000,39.000000,19.471790,212.975368,7.111652,3.299091,127928.093216,4.320110,0.255306,-0.422463,2781254.377599,23563830.899526,-11972689.963682,1.000000
 55875, 36,12,23014144.081000,37.000000,9.805491,63.803200,13.528849,4.077846,79756.478912,-33.996703,-2.009104,-0.371337,-21421264.268800,-3339356.526296,13451229.368435,1.000000
 55875, 37,12,20781546.297000,22.000000,34.917280,16.453051,4.168741,2.408850,-8842.949529,53.066491,3.136071,13.029722,-8956694.605882,7856297.318582,22554747.315655,-1.000000
 55875, 47,12,20813188.016000,39.000000,33.875080,67.523319,4.280219,2.456702,-3644.213203,-11.787746,-0.696621,0.034337,-20829770.969901,6377026.967521,13197370.819255,1.000000
 55875, 48,12,20840578.983000,42.000000,32.850912,147.649228,4.397153,2.505332,28655.491156,14.463347,0.854741,-0.714360,-17971048.270669,16513737.831890,-7253454.541291,1.000000
 55875, 51,12,22793843.678000,33.000000,12.647266,182.996015,10.685718,3.829422,-16584.686940,9.241647,0.546154,6.257549,-6801588.259829,18054680.334116,-16691921.901789,1.000000
 55875, 52,12,20061468.239000,32.000000,46.718624,236.463270,3.281896,1.973404,-102761.729169,-30.987035,-1.831241,0.190634,1409390.214968,25482057.296097,882102.050652,1.000000
 55876,  5,12,23608546.286000,43.000000,16.324082,95.896842,8.400977,3.532383,-1687.837230,3.886739,0.240026,0.216161,-26403583.256314,2495903.324438,2777418.513469,1.000000
 55876, 12,12,24584091.312000,32.000000,5.405823,152.229930,22.288651,4.496312,97536.362896,1.292180,0.079799,0.304230,-17452888.213541,10292997.148277,-17261387.895942,1.000000
 55876, 13,12,23074935.831000,35.000000,20.162742,39.468244,6.882594,3.250393,-27929.565736,7.397505,0.456834,-0.443664,-15690943.950932,564668.124759,21316219.311441,-1.000000
 55876, 15,12,20720105.482000,29.000000,49.723445,15.942264,3.132458,1.890861,-105540.302011,-20.498315,-1.265876,6.960433,-9922976.925481,12924145.416449,20708051.590418,-1.000000
 55876, 24,12,19798300.537000,45.000000,68.777937,139.050265,2.565306,1.576555,-15483.354911,7.333221,0.452864,-0.125462,-14868401.866195,21336695.515062,4453392.088896,1.000000
 55876, 29,12,23070059.998000,37.000000,19.466774,212.969608,7.114001,3.299448,127928.091267,0.588670,0.036353,0.239825,2780428.244532,23562552.298783,-11975402.473549,1.000000
 55876, 36,12,23014532.252000,36.000000,9.802856,63.811170,13.533357,4.078084,79756.479184,-34.549662,-2.133619,-0.211370,-21422970.964111,-3340050.163556,13448332.794451,1.000000
 55876, 37,12,20781747.123000,22.000000,34.916199,16.463280,4.169218,2.408898,-8842.951164,51.488493,3.179678,2.867889,-8959496.892433,7855001.943317,22554086.529206,-1.000000
 55876, 47,12,20813371.810000,39.000000,33.874320,67.512141,4.280677,2.456738,-3644.213476,-12.863447,-0.794384,-0.192692,-20828164.943419,6376173.121430,13200327.418781,1.000000
 55876, 48,12,20840050.542000,42.000000,32.858869,147.643456,4.396599,2.504948,28655.491156,12.988426,0.802102,-0.421572,-17971785.117096,16514417.525976,-7250060.556025,1.000000
 55876, 51,12,22794758.126000,35.000000,12.639507,182.993647,10.692806,3.830077,-16584.686940,12.182697,0.752344,5.629450,-6801519.337432,18052387.748636,-16694429.670489,1.000000
 55876, 52,12,20062010.522000,33.000000,46.711792,236.452627,3.282550,1.973604,-102761.729441,-29.246507,-1.806122,7.371155,1409632.786898,25482168.002005,878505.225516,1.000000
 55877,  5,12,23609014.456000,43.000000,16.320622,95.903693,8.397560,3.532649,-1687.836665,2.588484,0.162141,0.209033,-26403952.336801,2495607.242925,2774311.967857,1.000000
 55877, 12,12,24583841.789000,33.000000,5.408945,152.223999,22.265662,4.496000,97536.362367,2.627659,0.164595,6.035630,-17455031.025059,10292723.415198,-17259343.739645,1.000000
 55877, 13,12,23075596.477000,35.000000,20.157068,39.472027,6.880241,3.250789,-27929.565957,10.385256,0.650525,0.165800,-15691958.711076,562133.877531,21315543.014549,-1.000000
 55877, 15,12,20720541.072000,29.000000,49.718304,15.950565,3.130797,1.890993,-105540.302609,-23.375931,-1.464252,-7.654603,-9924589.114700,12921979.965189,20708663.072760,-1.000000
 55877, 24,12,19798215.162000,46.000000,68.784058,139.032673,2.563646,1.576501,-15483.355747,9.017330,0.564839,0.180009,-14868448.783602,21336008.427245,4456474.519117,1.000000
 55877, 29,12,23070656.595000,37.000000,19.461734,212.963782,7.111420,3.299807,127928.089319,-1.242797,-0.077848,0.092831,2779601.880111,23561273.443272,-11978114.729738,1.000000
 55877, 36,12,23014920.668000,36.000000,9.800184,63.819148,13.528480,4.078326,79756.479457,-33.876623,-2.122009,-0.015439,-21424677.360348,-3340743.489533,13445435.897654,1.000000
 55877, 37,12,20781938.622000,21.000000,34.915145,16.473556,4.166800,2.408946,-8842.952800,48.967292,3.067278,-9.611911,-8962299.201221,7853706.829458,22553425.200982,-1.000000
 55877, 47,12,20813555.517000,38.000000,33.873514,67.501009,4.278172,2.456775,-3644.213748,-11.441331,-0.716677,-0.474346,-20826558.649796,6375318.921182,13203283.699802,1.000000
 55877, 48,12,20839521.993000,43.000000,32.866737,147.637644,4.393007,2.504568,28655.491156,10.378326,0.650091,-0.611154,-17972521.526869,16515097.016177,-7246666.394013,1.000000
 55877, 51,12,22795670.201000,35.000000,12.631690,182.991231,10.692510,3.830738,-16584.686940,11.822136,0.740531,3.163257,-6801450.622328,18050094.815811,-16696937.038396,1.000000
 55877, 52,12,20062547.098000,34.000000,46.704972,236.441862,3.280927,1.973803,-102761.729714,-25.849800,-1.619214,1.412853,1409875.348687,25482278.198020,874908.379343,1.000000
 55878,  5,12,23609482.567000,41.000000,16.317174,95.910538,8.395381,3.532915,-1687.836099,1.547763,0.096972,0.081434,-26404321.045661,2495311.176550,2771205.364651,1.000000
 55878, 12,12,24583590.177000,33.000000,5.412090,152.218069,22.245976,4.495686,97536.361837,3.639843,0.228046,3.978723,-17457173.601099,10292449.831455,-17257299.218032,1.000000
 55878, 13,12,23076256.806000,34.000000,20.151385,39.475803,6.878907,3.251186,-27929.566178,11.454097,0.717630,-0.056312,-15692973.587502,559599.768344,21314866.259633,-1.000000
 55878, 15,12,20720980.628000,28.000000,49.713146,15.958848,3.129599,1.891126,-105540.303206,-24.425495,-1.530324,-3.566898,-9926201.456322,12919814.536306,20709274.103928,-1.000000
 55878, 24,12,19798129.647000,46.000000,68.790200,139.015050,2.562364,1.576448,-15483.356584,9.991107,0.625970,-0.103470,-14868495.557616,21335320.996669,4459556.852601,1.000000
 55878, 29,12,23071253.467000,37.000000,19.456709,212.957969,7.109886,3.300164,127928.087370,-2.207315,-0.138294,0.262886,2778775.285524,23559994.333559,-11980826.730897,1.000000
