GPS_Time(s),PRN,nSV,pseudorange,C/N0,Elevation,Azimuth,err_tropo,err_iono,sat_clock_error,Pseudorange_residual,Normalized_Pseudorange_residual,Pr_rate_consitency,Sat_pos_x,Sat_pos_y,Sat_pos_z,LOS/NLOS_label
 52045,  5, 9,22004099.614000,33.000000,28.095433,67.643421,4.962605,2.752760,-1689.571727,-4.738216,-0.347150,2.733825,-22440814.621417,4171707.558684,13655066.720353,-1.000000
 52045, 13, 9,20605274.784000,40.000000,45.251477,29.084423,3.299884,2.017606,-27928.804139,-20.171392,-1.477877,-0.549118,-12896579.464044,10700231.986202,20499045.406367,1.000000
 52045, 15, 9,19354225.684000,46.000000,68.889424,327.399008,2.514485,1.575584,-105537.528673,15.648489,1.146502,-0.239624,-5036307.963867,20809845.295384,15254943.808625,1.000000
 52045, 24, 9,20890508.614000,42.000000,40.135947,168.967482,3.634013,2.193061,-15479.232524,21.695045,1.589509,0.819875,-13230345.185487,21656566.181647,-7429770.114934,1.000000
 52045, 29, 9,20967834.857000,17.000000,38.887954,239.958428,3.730751,2.241155,127935.665938,-8.691514,-0.636792,-2.902278,4568294.779928,26169557.695164,-297015.658256,-1.000000
 52045, 46, 9,21866330.291000,25.000000,17.545195,64.192909,7.697265,3.439625,8530.783245,24.076518,1.763990,-0.924543,-21465438.785819,-121442.346626,13804942.486142,-1.000000
 52045, 47, 9,21140078.322000,34.000000,24.592141,107.629325,5.608095,2.958912,-3642.966057,-16.783248,-1.229641,0.382778,-24353163.515703,7414785.384826,260956.834451,-1.000000
 52045, 51, 9,19513461.901000,37.000000,46.570067,189.953394,3.227432,1.977761,-16583.849329,-7.293270,-0.534349,-1.795030,-7992759.951128,23748579.652030,-4786217.733314,1.000000
 52046,  2, 8,21938363.335000,34.000000,24.398883,139.475593,5.735417,2.970901,23011.679268,-7.017371,-1.165470,-0.669405,-20874922.818971,13328069.229169,-8699980.292607,1.000000
 52046,  5, 8,22004470.981000,27.000000,28.092732,67.651395,5.038735,2.752911,-1689.571416,4.670381,0.775673,-6.162941,-22442440.053542,4171027.723364,13652642.538095,-1.000000
 52046, 13, 8,20605861.406000,33.000000,45.244426,29.086095,3.350604,2.017824,-27928.804351,-10.831152,-1.798876,-0.520907,-12896988.853079,10697637.555411,20500136.529363,1.000000
 52046, 15, 8,19354456.675000,39.000000,68.886287,327.419928,2.552873,1.575611,-105537.529504,6.471421,1.074796,-0.037363,-5037230.123874,20808044.792265,15257104.017620,1.000000
 52046, 24, 8,20890062.872000,36.000000,40.143323,168.963513,3.688865,2.192783,-15479.233136,4.485065,0.744895,0.231392,-13231241.125453,21657007.192775,-7426813.757955,1.000000
 52046, 29, 8,20968279.021000,18.000000,38.883681,239.948980,3.787986,2.241323,127935.663951,2.221656,0.368980,0.033392,4568085.101997,26169560.586392,-300240.874638,-1.000000
 52046, 47, 8,21139764.116000,29.000000,24.596817,107.620629,5.692643,2.958623,-3642.966330,6.235746,1.035655,-2.523592,-24353070.378225,7414966.903306,264554.934564,-1.000000
 52046, 51, 8,19514182.905000,31.000000,46.560156,189.951308,3.277176,1.978053,-16583.849329,-6.235746,-1.035655,-3.507438,-7992382.769771,23747996.322730,-4789743.280249,1.000000
 52047,  2, 8,21939034.824000,36.000000,24.392111,139.479704,5.737605,2.971322,23011.674810,-7.032864,-1.114203,0.063249,-20874344.092056,13326979.997724,-8702876.615151,1.000000
 52047,  5, 8,22004846.774000,28.000000,28.089902,67.659195,5.039823,2.753069,-1689.571106,3.431794,0.543692,-1.821942,-22444065.228756,4170348.058910,13650218.066585,-1.000000
 52047, 13, 8,20606448.087000,33.000000,45.237048,29.087456,3.351447,2.018053,-27928.804564,-10.727278,-1.699502,-0.648004,-12897398.412167,10695043.011537,20501227.212115,1.000000
 52047, 15, 8,19354687.916000,41.000000,68.882670,327.440855,2.553252,1.575642,-105537.530335,7.039899,1.115317,0.047979,-5038152.462772,20806244.077839,15259263.891857,1.000000
 52047, 24, 8,20889617.493000,39.000000,40.150832,168.959766,3.688753,2.192501,-15479.233749,4.792280,0.759231,0.530237,-13232136.785641,21657447.982950,-7423857.241541,1.000000
 52047, 29, 8,20968722.423000,17.000000,38.879182,239.939951,3.788823,2.241500,127935.661964,2.496169,0.395463,0.417022,4567875.351631,26169563.091016,-303466.084637,-1.000000
 52047, 47, 8,21139454.776000,28.000000,24.601538,107.611868,5.692339,2.958331,-3642.966602,7.487914,1.186295,2.384035,-24352976.755414,7415148.268453,268153.028284,-1.000000
 52047, 51, 8,19514907.536000,31.000000,46.550319,189.949614,3.278113,1.978342,-16583.849329,-7.487914,-1.186295,0.022744,-7992005.524119,23747412.494482,-4793268.712155,1.000000
 52048,  2, 8,21939706.638000,38.000000,24.385335,139.483790,5.728111,2.971744,23011.670352,-9.725033,-1.208606,0.231901,-20873765.175022,13325890.459050,-8705772.745878,1.000000
 52048,  5, 8,22005233.874000,33.000000,28.087021,67.666966,5.030659,2.753230,-1689.570796,7.085140,0.880526,9.536980,-22445690.147467,4169668.564744,13647793.305297,-1.000000
 52048, 13, 8,20607034.757000,35.000000,45.229604,29.088799,3.345472,2.018284,-27928.804776,-14.682351,-1.824690,-0.680163,-12897808.141320,10692448.354644,20502317.454599,1.000000
 52048, 15, 8,19354919.352000,45.000000,68.879003,327.461859,2.548437,1.575674,-105537.531166,8.298228,1.031286,0.200599,-5039074.980576,20804443.152160,15261423.431291,1.000000
 52048, 24, 8,20889172.510000,41.000000,40.158355,168.955998,3.681135,2.192217,-15479.234362,6.123778,0.761050,0.862764,-13233032.167248,21657888.551873,-7420900.564347,1.000000
 52048, 29, 8,20969166.365000,17.000000,38.874685,239.930953,3.781949,2.241678,127935.659977,2.900239,0.360435,1.062163,4567665.528273,26169565.209125,-306691.288954,-1.000000
 52048, 47, 8,21139151.428000,29.000000,24.606232,107.603074,5.680454,2.958041,-3642.966875,7.778572,0.966704,8.299099,-24352882.647506,7415329.479434,271751.117238,-1.000000
 52048, 51, 8,19515633.689000,32.000000,46.540501,189.947916,3.272379,1.978631,-16583.849329,-7.778572,-0.966704,1.510290,-7991628.214575,23746828.167010,-4796794.029787,1.000000
 52049,  2, 8,21940378.388000,40.000000,24.378537,139.487931,5.722837,2.972167,23011.665894,-11.072529,-1.029369,0.293460,-20873186.067918,13324800.613137,-8708668.684722,1.000000
 52049,  5, 8,22005610.624000,31.000000,28.084205,67.674788,5.025188,2.753388,-1689.570486,9.286230,0.863304,-0.688831,-22447314.808248,4168989.242495,13645368.256017,-1.000000
 52049, 13, 8,20607610.546000,36.000000,45.222250,29.090163,3.341954,2.018513,-27928.804989,-21.267073,-1.977115,-11.673986,-12898218.040546,10689853.584800,20503407.256792,1.000000
 52049, 15, 8,19355150.982000,45.000000,68.875389,327.482675,2.545497,1.575706,-105537.531997,13.197119,1.226883,0.369700,-5039997.677302,20802642.015287,15263582.635873,1.000000
 52049, 24, 8,20888727.457000,43.000000,40.165822,168.952288,3.676232,2.191936,-15479.234975,6.000460,0.557839,0.778057,-13233927.269111,21658328.899744,-7417943.727846,1.000000
 52049, 29, 8,20969612.146000,19.000000,38.870133,239.921920,3.777863,2.241857,127935.657990,3.855794,0.358458,3.370111,4567455.632879,26169566.940572,-309916.485982,-1.000000
 52049, 47, 8,21138841.021000,28.000000,24.610944,107.594343,5.672751,2.957749,-3642.967148,10.686878,0.993516,0.858837,-24352788.054100,7415510.537695,275349.197909,-1.000000
 52049, 51, 8,19516354.708000,33.000000,46.530612,189.946252,3.269056,1.978923,-16583.849329,-10.686878,-0.993516,-3.698469,-7991250.840573,23746243.340870,-4800319.231381,1.000000
 52050,  2, 8,21941050.983000,32.000000,24.371758,139.492015,5.719043,2.972589,23011.661436,-12.256542,-1.061350,1.269425,-20872606.770892,13323710.459351,-8711564.432309,1.000000
 52050,  5, 8,22005993.822000,26.000000,28.081337,67.682569,5.021030,2.753548,-1689.570175,10.912152,0.944934,5.614371,-22448939.212887,4168310.089929,13642942.916484,-1.000000
 52050, 13, 8,20608198.291000,31.000000,45.214830,29.091524,3.339307,2.018743,-27928.805201,-23.083293,-1.998889,0.311588,-12898628.110139,10687258.701229,20504496.618930,1.000000
 52050, 15, 8,19355382.262000,41.000000,68.871745,327.503657,2.543218,1.575737,-105537.532828,13.807299,1.195638,-0.107697,-5040920.553548,20800840.666758,15265741.506071,1.000000
 52050, 24, 8,20888282.187000,37.000000,40.173340,168.948511,3.672282,2.191653,-15479.235588,6.566664,0.568638,0.454113,-13234822.092427,21658769.026265,-7414986.730690,1.000000
 52050, 29, 8,20970055.124000,18.000000,38.865646,239.912904,3.774752,2.242034,127935.656003,4.053720,0.351030,0.566138,4567245.664892,26169568.285445,-313141.676423,-1.000000
 52050, 47, 8,21138530.935000,25.000000,24.615640,107.585553,5.666529,2.957459,-3642.967420,10.852417,0.939761,-3.975941,-24352692.975539,7415691.442021,278947.272783,-1.000000
 52050, 51, 8,19517076.268000,28.000000,46.520792,189.944538,3.266577,1.979212,-16583.849329,-10.852417,-0.939761,-3.216450,-7990873.402838,23745658.015510,-4803844.318533,1.000000
 52051,  2, 8,21941728.337000,32.000000,24.364977,139.496129,5.715710,2.973011,23011.656977,-9.188376,-0.871971,5.599422,-20872027.283807,13322619.998927,-8714459.987193,1.000000
 52051,  5, 8,22006365.350000,26.000000,28.078501,67.690369,5.017271,2.753706,-1689.569865,3.442293,0.326671,-6.202171,-22450563.360416,4167631.108123,13640517.287906,-1.000000
 52051, 13, 8,20608790.131000,32.000000,45.207446,29.092883,3.336927,2.018973,-27928.805414,-18.786229,-1.782801,4.264744,-12899038.349824,10684663.704840,20505585.540729,1.000000
 52051, 15, 8,19355613.622000,42.000000,68.868110,327.524540,2.541143,1.575769,-105537.533659,14.366525,1.363374,-0.127235,-5041843.608746,20799039.107145,15267900.041323,1.000000
 52051, 24, 8,20887837.322000,37.000000,40.180839,168.944773,3.668632,2.191371,-15479.236201,5.757452,0.546379,0.817519,-13235716.637214,21659208.931386,-7412029.572944,1.000000
 52051, 29, 8,20970501.054000,15.000000,38.861125,239.903887,3.771948,2.242212,127935.654016,4.408334,0.418348,3.517830,4567035.623753,26169569.243837,-316366.860975,-1.000000
 52051, 47, 8,21138223.715000,22.000000,24.620351,107.576793,5.660763,2.957168,-3642.967693,14.175310,1.345228,4.106965,-24352597.411847,7415872.192337,282545.341773,-1.000000
 52051, 51, 8,19517797.826000,28.000000,46.510942,189.942858,3.264363,1.979502,-16583.849329,-14.175310,-1.345228,-3.342095,-7990495.900805,23745072.191486,-4807369.289476,1.000000
 52052,  2, 8,21942398.478000,30.000000,24.358217,139.500226,5.729380,2.973432,23011.652519,-8.584590,-0.910270,-1.516975,-20871447.606808,13321529.231229,-8717355.349999,1.000000
 52052,  5, 8,22006739.666000,25.000000,28.075689,67.698174,5.028434,2.753864,-1689.569554,2.893688,0.306833,-3.450214,-22452187.249865,4166952.298156,13638091.371494,-1.000000
 52052, 13, 8,20609379.237000,31.000000,45.200096,29.094267,3.344468,2.019201,-27928.805626,-16.362634,-1.735017,1.508835,-12899448.759329,10682068.596543,20506674.021906,1.000000
 52052, 15, 8,19355845.009000,39.000000,68.864517,327.545452,2.546624,1.575800,-105537.534490,12.433082,1.318345,-0.255458,-5042766.841750,20797237.337541,15270058.240553,1.000000
 52052, 24, 8,20887391.883000,35.000000,40.188362,168.941002,3.675888,2.191088,-15479.236814,5.631672,0.597156,0.285134,-13236610.901717,21659648.615434,-7409072.256785,1.000000
 52052, 29, 8,20970942.394000,11.000000,38.856658,239.894842,3.780357,2.242389,127935.652028,3.988782,0.422952,-1.083381,4566825.510420,26169569.815597,-319592.038034,-1.000000
 52052, 47, 8,21137912.914000,18.000000,24.625082,107.568024,5.671834,2.956875,-3642.967966,12.776064,1.354714,1.032364,-24352501.362730,7416052.789711,286143.402219,-1.000000
 52052, 51, 8,19518529.311000,27.000000,46.501124,189.941137,3.271855,1.979792,-16583.849329,-12.776064,-1.354714,6.532391,-7990118.334876,23744485.868522,-4810894.144967,1.000000
 52053,  2, 8,21943075.489000,39.000000,24.351438,139.504331,5.725519,2.973854,23011.648060,-6.845607,-0.798831,5.151908,-20870867.739948,13320438.156248,-8720250.520662,1.000000
 52053,  5, 8,22007120.840000,26.000000,28.072845,67.705968,5.024213,2.754023,-1689.569243,3.318623,0.387259,3.350285,-22453810.883023,4166273.657791,13635665.164984,-1.000000
 52053, 13, 8,20609968.694000,40.000000,45.192703,29.095626,3.341780,2.019431,-27928.805839,-16.170758,-1.887007,1.792613,-12899859.338945,10679473.375561,20507762.062698,1.000000
 52053, 15, 8,19356076.962000,49.000000,68.860873,327.566344,2.544315,1.575832,-105537.535321,12.387617,1.445542,0.232509,-5043690.254902,20795435.355932,15272216.105772,1.000000
 52053, 24, 8,20886946.591000,45.000000,40.195867,168.937255,3.671898,2.190806,-15479.237428,3.784560,0.441630,0.123876,-13237504.887725,21660088.077985,-7406114.780162,1.000000
 52053, 29, 8,20971388.140000,11.000000,38.852142,239.885832,3.777204,2.242567,127935.650041,3.525565,0.411407,3.334179,4566615.323828,26169570.000897,-322817.209067,-1.000000
 52053, 47, 8,21137601.316000,19.000000,24.629789,107.559253,5.665547,2.956585,-3642.968238,11.261750,1.314162,-0.975644,-24352404.828530,7416233.232928,289741.456607,-1.000000
 52053, 51, 8,19519255.325000,28.000000,46.491283,189.939452,3.269339,1.980082,-16583.849329,-11.261750,-1.314162,0.701070,-7989740.705454,23743899.046342,-4814418.885762,1.000000
 52054,  2, 9,21943737.830000,39.000000,24.344793,139.508489,5.666527,2.974267,23011.643601,-10.760323,-0.935963,-9.339261,-20870287.683372,13319346.773348,-8723145.499809,1.000000
 52054,  5, 9,22007504.163000,30.000000,28.069946,67.713627,4.971666,2.754185,-1689.568932,0.567725,0.049382,5.509358,-22455434.258922,4165595.188107,13633238.669587,-1.000000
 52054, 13, 9,20610554.289000,38.000000,45.185087,29.096730,3.306965,2.019668,-27928.806051,-24.886097,-2.164661,-2.024138,-12900270.088967,10676878.041118,20508849.663340,1.000000
 52054, 15, 9,19356308.908000,46.000000,68.856855,327.587205,2.517548,1.575867,-105537.536152,18.071487,1.571908,0.260810,-5044613.847053,20793633.163410,15274373.635904,1.000000
 52054, 24, 9,20886501.577000,42.000000,40.203510,168.933703,3.632593,2.190518,-15479.238041,18.800909,1.635355,0.554608,-13238398.594665,21660527.319114,-7403157.143844,1.000000
 52054, 29, 9,20971834.717000,15.000000,38.847466,239.877165,3.737736,2.242752,127935.648054,-1.793701,-0.156021,3.180943,4566405.064432,26169569.799667,-326042.373238,-1.000000
 52054, 46, 9,21867294.464000,30.000000,17.545705,64.111822,7.704751,3.439586,8530.783245,14.183444,1.233715,9999.000000,-21448840.247695,-125347.288356,13830684.609564,-1.000000
 52054, 47, 9,21137295.163000,19.000000,24.634580,107.550438,5.604746,2.956288,-3642.968511,0.110826,0.009640,3.860477,-24352307.809272,7416413.521912,293339.504851,-1.000000
 52054, 51, 9,19519981.601000,32.000000,46.481526,189.938100,3.235374,1.980370,-16583.849329,-14.294271,-1.243355,0.943114,-7989363.012297,23743311.725225,-4817943.510935,1.000000
 52055,  2, 9,21944417.420000,35.000000,24.337998,139.512631,5.664174,2.974691,23011.639141,-7.351036,-0.644943,7.519313,-20869707.436944,13318255.083764,-8726040.285992,1.000000
 52055,  5, 9,22007874.670000,29.000000,28.067144,67.721454,4.968768,2.754342,-1689.568622,-5.511439,-0.483546,-7.111757,-22457057.377512,4164916.889077,13630811.885353,-1.000000
 52055, 13, 9,20611143.997000,38.000000,45.177751,29.098102,3.305157,2.019896,-27928.806264,-20.601022,-1.807431,1.727228,-12900681.009121,10674282.594124,20509936.823550,1.000000
 52055, 15, 9,19356540.771000,46.000000,68.853238,327.607957,2.515914,1.575898,-105537.536983,18.746048,1.644685,-0.120581,-5045537.618219,20791830.760030,15276530.830901,1.000000
 52055, 24, 9,20886056.462000,42.000000,40.210978,168.929998,3.629590,2.190238,-15479.238655,14.600429,1.280969,0.288280,-13239292.023142,21660966.338647,-7400199.347189,1.000000
 52055, 29, 9,20972285.711000,18.000000,38.842907,239.868138,3.735585,2.242932,127935.646067,0.117019,0.010267,7.193554,4566194.732681,26169569.211839,-329267.529709,-1.000000
 52055, 46, 9,21867398.707000,29.000000,17.545784,64.102834,7.699524,3.439581,8530.783245,10.873027,0.953945,-5.147910,-21446994.280433,-125782.504979,13833543.188679,-1.000000
 52055, 47, 9,21136991.754000,18.000000,24.639298,107.541709,5.599977,2.955997,-3642.968784,6.954279,0.610134,7.078224,-24352210.304769,7416593.657352,296937.545147,-1.000000
 52055, 51, 9,19520707.015000,30.000000,46.471637,189.936445,3.233723,1.980662,-16583.849329,-17.827307,-1.564079,0.029728,-7988985.255483,23742723.905173,-4821468.020402,1.000000
 52056,  2, 9,21945091.214000,34.000000,24.331225,139.516768,5.669585,2.975113,23011.634682,-7.225938,-0.684793,1.502422,-20869127.000809,13317163.086863,-8728934.879838,1.000000
 52056,  5, 9,22008251.217000,21.000000,28.064356,67.729278,4.972680,2.754498,-1689.568311,-3.982827,-0.377447,-1.529372,-22458680.237825,4164238.761779,13628384.813492,-1.000000
 52056, 13, 9,20611731.544000,32.000000,45.170428,29.099475,3.307878,2.020124,-27928.806476,-19.021082,-1.802603,-0.492345,-12901092.099132,10671687.035488,20511023.543043,1.000000
 52056, 15, 9,19356772.811000,40.000000,68.849627,327.628718,2.517728,1.575930,-105537.537813,17.330750,1.642412,-0.155020,-5046461.567252,20790028.146884,15278687.689689,1.000000
 52056, 24, 9,20885611.483000,36.000000,40.218467,168.926285,3.631560,2.189956,-15479.239268,11.147322,1.056417,0.047473,-13240185.171405,21661405.136913,-7397241.392374,1.000000
 52056, 29, 9,20972735.508000,19.000000,38.838371,239.859112,3.738554,2.243111,127935.644080,1.751776,0.166013,5.259186,4565984.328020,26169568.237503,-332492.679181,-1.000000
 52056, 46, 9,21867497.488000,27.000000,17.545878,64.093844,7.704855,3.439573,8530.783245,6.975540,0.661063,-10.501530,-21445147.976920,-126217.988021,13836401.435362,-1.000000
 52056, 47, 9,21136680.680000,17.000000,24.644035,107.532973,5.602883,2.955704,-3642.969056,10.278651,0.974094,-0.594451,-24352112.315045,7416773.639172,300535.577409,-1.000000
 52056, 51, 9,19521434.663000,31.000000,46.461770,189.934785,3.236503,1.980954,-16583.849329,-17.254191,-1.635157,1.698479,-7988607.434769,23742135.586468,-4824992.413238,1.000000
 52057,  2, 8,21945752.510000,34.000000,24.324493,139.520870,5.688441,2.975532,23011.630222,-14.307994,-1.137349,-11.133473,-20868546.375114,13316070.782010,-8731829.281971,1.000000
 52057,  5, 8,22008632.092000,20.000000,28.061562,67.737073,4.988386,2.754654,-1689.568000,2.313454,0.183897,2.027562,-22460302.841649,4163560.803977,13625957.451743,-1.000000
 52057, 13, 8,20612320.781000,33.000000,45.163080,29.100840,3.318443,2.020353,-27928.806689,-18.222299,-1.448498,1.030535,-12901503.359294,10669091.364434,20512109.822057,1.000000
 52057, 15, 8,19357005.054000,41.000000,68.846000,327.649576,2.525510,1.575961,-105537.538644,13.227513,1.051461,-0.067407,-5047385.696494,20788225.321958,15280844.214276,1.000000
 52057, 24, 8,20885166.455000,37.000000,40.226014,168.922537,3.642134,2.189673,-15479.239882,11.323214,0.900087,-0.046665,-13241078.041241,21661843.713484,-7394283.277350,1.000000
 52057, 29, 8,20973183.494000,19.000000,38.833894,239.850105,3.750381,2.243287,127935.642093,5.666112,0.450402,4.402025,4565773.849888,26169566.876749,-335717.822353,-1.000000
 52057, 47, 8,21136370.912000,12.000000,24.648791,107.524201,5.619071,2.955411,-3642.969329,17.790232,1.414153,0.698269,-24352013.840440,7416953.466158,304133.604124,-1.000000
 52057, 51, 8,19522158.494000,29.000000,46.451969,189.933102,3.246955,1.981243,-16583.849329,-17.790232,-1.414153,-2.141520,-7988229.550560,23741546.768831,-4828516.690198,1.000000
 52058,  2, 8,21946427.068000,34.000000,24.317724,139.524982,5.692045,2.975954,23011.625762,-12.082455,-1.010331,2.143205,-20867965.559629,13314978.171063,-8734723.490257,1.000000
 52058,  5, 8,22009004.844000,20.000000,28.058748,67.744878,4.990714,2.754811,-1689.567689,-1.259943,-0.105356,-6.191480,-22461925.187555,4162883.017303,13623529.801892,-1.000000
 52058, 13, 8,20612910.103000,33.000000,45.155723,29.102209,3.320111,2.020582,-27928.806902,-15.783701,-1.319828,1.153546,-12901914.789617,10666495.581028,20513195.660568,1.000000
 52058, 15, 8,19357237.550000,41.000000,68.842367,327.670396,2.526520,1.575992,-105537.539475,13.278959,1.110382,0.116819,-5048310.004216,20786422.286862,15283000.403073,1.000000
 52058, 24, 8,20884721.228000,37.000000,40.233523,168.918798,3.642940,2.189391,-15479.240496,10.225017,0.855012,-0.251502,-13241970.631487,21662282.068564,-7391325.003589,1.000000
 52058, 29, 8,20973628.850000,19.000000,38.829379,239.841093,3.752154,2.243465,127935.640106,5.622123,0.470120,-1.445874,4565563.299750,26169565.129351,-338942.956850,-1.000000
 52058, 47, 8,21136058.023000,11.000000,24.653515,107.515440,5.620184,2.955119,-3642.969602,18.709543,1.564486,-2.407658,-24351914.880558,7417133.139756,307731.621772,-1.000000
 52058, 51, 8,19522882.255000,30.000000,46.442129,189.931426,3.248701,1.981534,-16583.849329,-18.709543,-1.564486,-2.264694,-7987851.602934,23740957.452265,-4832040.851199,1.000000
 52059,  2, 8,21947099.833000,37.000000,24.310989,139.529144,5.685911,2.976374,23011.621302,-10.849287,-0.901960,0.233781,-20867384.554779,13313885.251519,-8737617.507391,1.000000
 52059,  5, 8,22009376.639000,20.000000,28.055965,67.752674,4.984506,2.754967,-1689.567377,-4.693332,-0.390182,-7.344127,-22463547.276414,4162205.400623,13621101.862835,-1.000000
 52059, 13, 8,20613499.936000,37.000000,45.148362,29.103517,3.316105,2.020811,-27928.807114,-12.876790,-1.070517,1.625691,-12902326.390393,10663899.684494,20514281.058811,1.000000
 52059, 15, 8,19357469.939000,44.000000,68.838660,327.691088,2.523214,1.576025,-105537.540306,12.579632,1.045812,-0.074733,-5049234.491597,20784619.040616,15285156.257062,1.000000
 52059, 24, 8,20884276.561000,39.000000,40.241044,168.915153,3.637520,2.189109,-15479.241109,10.183397,0.846601,0.255542,-13242862.943929,21662720.201727,-7388366.569038,1.000000
 52059, 29, 8,20974080.303000,20.000000,38.824787,239.832161,3.747521,2.243646,127935.638119,5.656380,0.470245,7.322021,4565352.675530,26169562.995636,-342168.085680,-1.000000
 52059, 47, 8,21135745.994000,13.000000,24.658284,107.506704,5.611681,2.954825,-3642.969874,19.694887,1.637342,-1.416401,-24351815.435739,7417312.658753,311329.632841,-1.000000
 52059, 51, 8,19523609.292000,34.000000,46.432275,189.929869,3.244897,1.981826,-16583.849329,-19.694887,-1.637342,0.806737,-7987473.592293,23740367.636492,-4835564.896995,1.000000
 52060,  2, 8,21947771.912000,40.000000,24.304252,139.533281,5.678135,2.976794,23011.616842,-10.875753,-0.904160,-0.498151,-20866803.360336,13312792.025235,-8740511.331237,1.000000
 52060,  5, 8,22009754.263000,23.000000,28.053155,67.760457,4.976866,2.755124,-1689.567066,-4.974212,-0.413533,-0.392866,-22465169.107257,4161527.955017,13618673.635780,-1.000000
 52060, 13, 8,20614089.188000,40.000000,45.140972,29.104827,3.311145,2.021041,-27928.807327,-12.505301,-1.039633,0.952400,-12902738.161349,10661303.675743,20515366.016503,1.000000
 52060, 15, 8,19357702.858000,47.000000,68.834941,327.711842,2.519181,1.576057,-105537.541137,12.350670,1.026778,0.352283,-5050159.157489,20782815.584312,15287311.775167,1.000000
 52060, 24, 8,20883831.323000,42.000000,40.248577,168.911479,3.631054,2.188826,-15479.241723,10.330317,0.858815,-0.346951,-13243754.976816,21663158.113300,-7385407.975878,1.000000
 52060, 29, 8,20974530.278000,30.000000,38.820217,239.823231,3.741806,2.243827,127935.636132,5.674279,0.471733,5.088877,4565141.978187,26169560.475456,-345393.207237,-1.000000
 52060, 47, 8,21135435.238000,20.000000,24.663037,107.497944,5.601568,2.954531,-3642.970147,19.759010,1.642673,-0.336039,-24351715.506008,7417492.023072,314927.637244,-1.000000
 52060, 51, 8,19524336.434000,34.000000,46.422442,189.928288,3.240157,1.982117,-16583.849329,-19.759010,-1.642673,1.004087,-7987095.518396,23739777.321794,-4839088.826661,1.000000
 52061,  2, 8,21948444.677000,39.000000,24.297501,139.537405,5.667351,2.977215,23011.612381,-11.220600,-0.864466,0.128250,-20866221.976446,13311698.491578,-8743404.962421,1.000000
 52061,  5, 8,22010132.030000,23.000000,28.050325,67.768235,4.966592,2.755283,-1689.566755,-6.455899,-0.497380,0.115846,-22466790.680494,4160850.679906,13616245.120203,-1.000000
 52061, 13, 8,20614678.000000,40.000000,45.133566,29.106146,3.304431,2.021272,-27928.807540,-12.631185,-0.973141,0.437084,-12903150.101927,10658707.556526,20516450.533105,1.000000
 52061, 15, 8,19357935.384000,45.000000,68.831221,327.732622,2.513815,1.576090,-105537.541967,13.178397,1.015300,-0.160600,-5051084.002488,20781011.917490,15289466.957855,1.000000
 52061, 24, 8,20883386.214000,41.000000,40.256104,168.907786,3.622668,2.188544,-15479.242337,10.998426,0.847349,-0.352092,-13244646.730164,21663595.803236,-7382449.224171,1.000000
 52061, 29, 8,20974979.512000,28.000000,38.815651,239.814295,3.734108,2.244007,127935.634145,6.130862,0.472338,4.366415,4564931.208173,26169557.568744,-348618.320681,-1.000000
 52061, 47, 8,21135124.282000,24.000000,24.667770,107.489175,5.588497,2.954239,-3642.970420,21.611540,1.665013,-1.154937,-24351615.091073,7417671.233783,318525.632320,-1.000000
