GPS_Time(s),PRN,nSV,pseudorange,C/N0,Elevation,Azimuth,err_tropo,err_iono,sat_clock_error,Pseudorange_residual,Normalized_Pseudorange_residual,Pr_rate_consitency,Sat_pos_x,Sat_pos_y,Sat_pos_z,LOS/NLOS_label
 57153,  5, 9,24228395.084000,23.000000,11.744723,104.324723,11.255815,3.906505,-1687.074486,3.646268,0.850562,-4.254496,-26571227.687913,2112521.204118,-1214442.542297,-1.000000
 57153, 15, 9,21300271.763000,28.000000,43.327326,25.864428,3.421640,2.079624,-105540.978940,3.751445,0.875096,22.604002,-12094657.645487,10196826.383303,21118301.849991,-1.000000
 57153, 20, 9,21832483.234000,29.000000,33.755346,324.362533,4.220190,2.462302,153251.340027,-4.434595,-1.034454,2.644886,5117127.741871,15096973.300024,21131974.154214,-1.000000
 57153, 21, 9,21096940.432000,33.000000,56.957855,294.079916,2.802934,1.732585,-112982.019225,7.783470,1.815643,2.706405,1242444.247515,23241742.896186,13615763.766172,-1.000000
 57153, 24, 9,19785735.637000,36.000000,74.177695,106.965027,2.443061,1.538270,-15484.445362,-6.883344,-1.605672,-3.878408,-14828784.810572,20177983.629565,8287904.375634,1.000000
 57153, 29, 9,23818608.633000,20.000000,13.348195,205.757452,9.983937,3.770700,127925.608944,-3.863243,-0.901175,2.562792,1530171.020598,21741645.673069,-15212413.351253,-1.000000
 57153, 37, 9,21025074.185000,25.000000,33.612298,29.523703,4.235917,2.469025,-8845.040282,-4.109838,-0.958698,9999.000000,-12523716.267621,6421954.133363,21275253.543171,-1.000000
 57153, 47, 9,21170640.946000,24.000000,31.308855,53.982286,4.510229,2.581612,-3644.561662,0.982967,0.229296,0.762394,-18588606.371760,4991011.803643,16692230.163450,-1.000000
 57153, 52, 9,20832578.476000,24.000000,37.461315,224.966886,3.857648,2.298796,-102762.077627,3.126871,0.729403,-5.300246,1683883.464085,25209576.966384,-3701916.714395,1.000000
 57154,  5, 9,24228911.539000,29.000000,11.740983,104.331125,11.270576,3.906827,-1687.073860,11.920302,1.727775,4.970732,-26571121.131016,2112203.341741,-1217570.085304,-1.000000
 57154, 15, 9,21300711.548000,33.000000,43.322631,25.871854,3.425397,2.079781,-105540.979399,-18.005675,-2.609813,-30.925424,-12096437.108431,10194735.407840,21118330.937848,-1.000000
 57154, 20, 9,21832139.336000,24.000000,33.761076,324.367249,4.223831,2.462033,153251.339891,4.466438,0.647383,-0.015913,5114464.028074,15097540.234241,21132204.126986,-1.000000
 57154, 21, 9,21096798.889000,33.000000,56.961713,294.067144,2.805646,1.732515,-112982.016121,13.906764,2.015701,4.226411,1241625.069904,23243140.170314,13613309.553194,-1.000000
 57154, 24, 9,19785817.138000,35.000000,74.179251,106.933568,2.445512,1.538261,-15484.446230,-1.905682,-0.276217,5.995060,-14828689.533318,20176855.174619,8290809.547576,1.000000
 57154, 29, 9,23819187.108000,20.000000,13.343561,205.751901,9.997320,3.771085,127925.607005,-10.382147,-1.504829,-1.228707,1529034.610620,21740088.303938,-15214755.900448,-1.000000
 57154, 37, 9,21025266.351000,26.000000,33.611451,29.533964,4.240295,2.469065,-8845.041918,-0.752990,-0.109141,0.556169,-12526471.016851,6421009.355420,21273918.025562,-1.000000
 57154, 47, 9,21171021.871000,23.000000,31.305792,53.972539,4.515185,2.581767,-3644.561934,0.266680,0.038654,-1.946043,-18586728.416615,4989693.370397,16694724.572454,-1.000000
 57154, 52, 9,20833261.634000,35.000000,37.453716,224.959235,3.862215,2.299111,-102762.077900,0.486310,0.070488,11.109274,1684049.244582,25209042.802105,-3705470.197343,1.000000
 57155,  5, 9,24229428.273000,28.000000,11.737225,104.337493,11.271149,3.907152,-1687.073233,16.313549,1.750245,5.186658,-26571014.204218,2111885.430169,-1220697.603504,-1.000000
 57155, 15, 9,21301171.474000,29.000000,43.317850,25.879258,3.424852,2.079941,-105540.979857,-24.496903,-2.628219,-10.716949,-12098216.678843,10192644.524259,21118359.567517,-1.000000
 57155, 20, 9,21831796.182000,24.000000,33.766744,324.372006,4.222167,2.461768,153251.339756,9.327692,1.000748,0.484675,5111800.313372,15098107.313039,21132433.645648,-1.000000
 57155, 21, 9,21096650.318000,28.000000,56.965544,294.054484,2.804831,1.732445,-112982.013018,13.371117,1.434558,-3.235358,1240806.076819,23244537.215329,13610855.062824,-1.000000
 57155, 24, 9,19785893.821000,31.000000,74.180798,106.901820,2.444890,1.538252,-15484.447097,0.318987,0.034223,0.940364,-14828594.177737,20175726.374262,8293714.540082,1.000000
 57155, 29, 9,23819765.264000,20.000000,13.338970,205.746350,9.998081,3.771467,127925.605065,-14.834442,-1.591555,0.158151,1527897.948522,21738530.754356,-15217098.127184,-1.000000
 57155, 37, 9,21025459.355000,25.000000,33.610520,29.544202,4.239350,2.469109,-8845.043554,0.405413,0.043496,1.208675,-12529225.670504,6420064.858781,21272581.996809,-1.000000
 57155, 47, 9,21171403.136000,22.000000,31.302656,53.962751,4.514472,2.581926,-3644.562207,-2.611907,-0.280226,-2.603429,-18584850.304649,4988374.569529,16697218.579007,-1.000000
 57155, 52, 9,20833942.053000,34.000000,37.446160,224.951615,3.861922,2.299424,-102762.078172,2.206493,0.236730,8.143622,1684214.914979,25208508.143985,-3709023.593257,1.000000
 57156,  5, 9,24229941.163000,32.000000,11.733491,104.343828,11.266283,3.907474,-1687.072606,16.992809,1.746548,1.345245,-26570906.907504,2111567.470429,-1223825.095338,-1.000000
 57156, 15, 9,21301647.693000,33.000000,43.312978,25.886604,3.422673,2.080104,-105540.980315,-22.177319,-2.279420,5.254946,-12099996.355480,10190553.734029,21118387.738983,-1.000000
 57156, 20, 9,21831452.678000,30.000000,33.772319,324.376808,4.218491,2.461507,153251.339621,4.816412,0.495039,0.398337,5109136.598726,15098674.536183,21132662.710140,-1.000000
 57156, 21, 9,21096511.172000,27.000000,56.969313,294.041977,2.802675,1.732377,-112982.009915,18.269308,1.877749,6.120954,1239987.268837,23245934.030822,13608400.295695,-1.000000
 57156, 24, 9,19785964.673000,31.000000,74.182383,106.869704,2.443095,1.538243,-15484.447964,-3.205486,-0.329465,-5.295361,-14828498.743555,20174597.229026,8296619.352398,1.000000
 57156, 29, 9,23820343.405000,20.000000,13.334449,205.740827,9.993993,3.771842,127925.603126,-14.695724,-1.510450,-0.833529,1526761.034946,21736973.024730,-15219440.030852,-1.000000
 57156, 37, 9,21025652.900000,24.000000,33.609502,29.554392,4.236384,2.469157,-8845.045190,1.661354,0.170757,1.764227,-12531980.228489,6419120.643450,21271245.456943,-1.000000
 57156, 47, 9,21171784.485000,22.000000,31.299463,53.952897,4.511604,2.582088,-3644.562480,-3.703625,-0.380665,-0.860745,-18582972.035589,4987055.400402,16699712.183647,-1.000000
 57156, 52, 9,20834610.039000,31.000000,37.438658,224.944079,3.859773,2.299735,-102762.078445,2.042271,0.209908,-4.703980,1684380.476397,25207972.992343,-3712576.899509,1.000000
 57157,  5, 8,24230453.196000,25.000000,11.729769,104.350165,11.271446,3.907796,-1687.071979,17.491304,1.615947,-0.549748,-26570799.240897,2111249.461933,-1226952.561487,-1.000000
 57157, 15, 8,21302128.505000,27.000000,43.308123,25.893952,3.423533,2.080267,-105540.980773,-16.669892,-1.540060,9.158898,-12101776.138299,10188463.037200,21118415.452250,-1.000000
 57157, 20, 8,21831112.567000,22.000000,33.777912,324.381606,4.218562,2.461244,153251.339485,3.025014,0.279468,4.261612,5106472.885099,15099241.903441,21132891.320401,-1.000000
 57157, 21, 8,21096369.332000,26.000000,56.973092,294.029455,2.803009,1.732308,-112982.006812,17.829075,1.647152,2.806391,1239168.646535,23247330.616388,13605945.252440,-1.000000
 57157, 24, 8,19786040.082000,26.000000,74.183966,106.837610,2.443472,1.538235,-15484.448831,-5.729522,-0.529326,-1.038912,-14828403.230493,20173467.739448,8299523.983767,1.000000
 57157, 29, 8,23820920.025000,18.000000,13.329934,205.735303,9.998799,3.772218,127925.601186,-15.945978,-1.473181,-1.553342,1525623.870532,21735415.115467,-15221781.610845,-1.000000
 57157, 47, 8,21172167.944000,20.000000,31.296286,53.943050,4.512742,2.582249,-3644.562752,-4.951341,-0.457433,0.847771,-18581093.610248,4985735.864295,16702205.385122,-1.000000
 57157, 52, 8,20835284.533000,25.000000,37.431164,224.936539,3.861054,2.300046,-102762.078718,4.951341,0.457433,1.314004,1684545.928362,25207437.347108,-3716130.116863,1.000000
 57158,  5, 8,24230969.639000,23.000000,11.726006,104.356494,11.272626,3.908121,-1687.071352,18.936499,1.629544,2.968708,-26570691.204415,2110931.404094,-1230080.002631,-1.000000
 57158, 15, 8,21302602.881000,25.000000,43.303269,25.901335,3.423175,2.080429,-105540.981231,-16.094166,-1.384952,2.779872,-12103556.029063,10186372.431697,21118442.707336,-1.000000
 57158, 20, 8,21830771.754000,20.000000,33.783538,324.386405,4.217129,2.460981,153251.339350,4.529225,0.389754,1.078546,5103809.171655,15099809.415026,21133119.476480,-1.000000
 57158, 21, 8,21096222.371000,24.000000,56.976910,294.016907,2.802345,1.732238,-112982.003710,15.904979,1.368672,-7.468476,1238350.208695,23248726.972684,13603489.931936,-1.000000
 57158, 24, 8,19786117.687000,23.000000,74.185496,106.805537,2.442980,1.538226,-15484.449699,-5.367636,-0.461902,0.390121,-14828307.639262,20172337.904478,8302428.435511,1.000000
 57158, 29, 8,23821495.907000,15.000000,13.325412,205.729749,10.000048,3.772593,127925.599247,-17.908902,-1.541116,-2.287785,1524486.453974,21733857.025937,-15224122.868229,-1.000000
 57158, 47, 8,21172552.735000,18.000000,31.293086,53.933223,4.512278,2.582411,-3644.563025,-7.112239,-0.612030,-0.361624,-18579215.028353,4984415.960571,16704698.183969,-1.000000
 57158, 52, 8,20835958.173000,23.000000,37.423675,224.928949,3.860961,2.300356,-102762.078990,7.112239,0.612030,-3.153617,1684711.270400,25206901.208207,-3719683.246080,1.000000
 57159,  5, 9,24231481.716000,23.000000,11.722262,104.362832,11.269367,3.908444,-1687.070726,14.612274,1.206108,-1.050322,-26570582.798058,2110613.297403,-1233207.417959,-1.000000
 57159, 13, 9,23907704.249000,11.000000,13.225850,44.657606,10.064914,3.780877,-27929.837372,11.356764,0.937396,9999.000000,-17074369.738693,-2553125.297339,20078242.902729,-1.000000
 57159, 15, 9,21303074.528000,23.000000,43.298418,25.908698,3.421478,2.080592,-105540.981689,-20.573916,-1.698186,-2.053007,-12105336.025925,10184281.919695,21118469.504224,-1.000000
 57159, 20, 9,21830430.713000,22.000000,33.789142,324.391198,4.214049,2.460718,153251.339214,1.255284,0.103612,1.813746,5101145.457563,15100377.071153,21133347.178428,-1.000000
 57159, 21, 9,21096080.337000,23.000000,56.980697,294.004354,2.800585,1.732169,-112982.000607,15.003462,1.238397,2.659964,1237531.955894,23250123.099303,13601034.334816,-1.000000
 57159, 24, 9,19786200.866000,21.000000,74.187049,106.773480,2.441531,1.538218,-15484.450566,-1.135776,-0.093748,5.471836,-14828211.969255,20171207.725178,8305332.706183,1.000000
 57159, 29, 9,23822075.509000,15.000000,13.320880,205.724215,9.997381,3.772970,127925.597307,-20.518092,-1.693579,1.436129,1523348.785913,21732298.756549,-15226463.802396,-1.000000
 57159, 47, 9,21172937.551000,16.000000,31.289898,53.923391,4.510046,2.582573,-3644.563298,-12.290746,-1.014487,-0.334856,-18577336.289632,4983095.688595,16707190.580722,-1.000000
 57159, 52, 9,20836640.232000,30.000000,37.416166,224.921391,3.859358,2.300668,-102762.079263,12.290746,1.014487,8.425407,1684876.503234,25206364.575862,-3723236.285381,1.000000
 57160,  5,10,24231995.267000,30.000000,11.718528,104.369183,11.260605,3.908767,-1687.070099,-12.010003,-0.053389,1.677507,-26570474.021825,2110295.142347,-1236334.806660,-1.000000
 57160, 13,10,23908349.268000,13.000000,13.220710,44.661914,10.057784,3.781305,-27929.837572,144.826811,0.643815,0.826994,-17075499.914881,-2555436.655496,20076994.682757,-1.000000
 57160, 15,10,21303542.968000,21.000000,43.293576,25.916046,3.418117,2.080754,-105540.982147,-66.012837,-0.293454,-3.504788,-12107116.129447,10182191.500538,21118495.842921,-1.000000
 57160, 20,10,21830089.208000,20.000000,33.794730,324.395979,4.208925,2.460457,153251.339079,332.817087,1.479510,3.125137,5098481.744681,15100944.871366,21133574.426130,-1.000000
 57160, 21,10,21095936.997000,21.000000,56.984456,293.991779,2.797466,1.732101,-112981.997505,124.326618,0.552683,-0.276446,1236713.888709,23251518.995840,13598578.461713,-1.000000
 57160, 24,10,19786272.325000,29.000000,74.188617,106.741473,2.438897,1.538209,-15484.451433,-276.347064,-1.228477,-4.887329,-14828116.220854,20170077.201029,8308236.796410,1.000000
 57160, 29,10,23822653.495000,13.000000,13.316325,205.718697,9.989862,3.773349,127925.595368,363.259454,1.614839,-0.175020,1522210.866990,21730740.307707,-15228804.412739,-1.000000
 57160, 32,10,24469728.394000,11.000000,10.053461,255.124835,12.975098,4.055494,-146362.326348,-610.860067,-2.715526,9999.000000,16450912.358475,20837841.509883,-1741892.164427,-1.000000
 57160, 47,10,21173322.582000,14.000000,31.286721,53.913561,4.505621,2.582734,-3644.563570,-159.524604,-0.709153,-0.117661,-18575457.394897,4981775.049645,16709682.574131,-1.000000
 57160, 52,10,20837317.139000,21.000000,37.408628,224.913855,3.855882,2.300980,-102762.079536,159.524604,0.709153,4.987684,1685041.626390,25205827.450002,-3726789.235528,1.000000
 57161,  5,10,24232503.601000,34.000000,11.714769,104.375532,11.269841,3.909092,-1687.069472,-15.420817,-0.069032,-3.651877,-26570364.875746,2109976.937802,-1239462.170159,-1.000000
 57161, 13,10,23908992.884000,12.000000,13.215598,44.666234,10.066679,3.781731,-27929.837773,146.636015,0.656420,-0.592028,-17076630.152664,-2557747.808410,20075746.031476,-1.000000
 57161, 15,10,21304006.358000,34.000000,43.288779,25.923449,3.420196,2.080915,-105540.982604,-71.190792,-0.318687,-7.889059,-12108896.339585,10180101.174276,21118521.723429,-1.000000
 57161, 20,10,21829741.028000,23.000000,33.800404,324.400752,4.210493,2.460191,153251.338943,328.636873,1.471152,-4.789655,5095818.031277,15101512.816101,21133801.219690,-1.000000
 57161, 21,10,21095792.326000,28.000000,56.988291,293.979138,2.798797,1.732031,-112981.994404,124.962530,0.559398,0.222535,1235896.005922,23252914.662951,13596122.311504,-1.000000
 57161, 24,10,19786352.678000,33.000000,74.190125,106.709580,2.440146,1.538200,-15484.452301,-270.809275,-1.212285,3.613256,-14828020.394436,20168946.331509,8311140.706824,1.000000
 57161, 29,10,23823234.443000,16.000000,13.311773,205.713137,9.998277,3.773727,127925.593428,361.777198,1.619505,2.406634,1521072.696548,21729181.679129,-15231144.699767,-1.000000
 57161, 32,10,24469466.043000,13.000000,10.057233,255.131162,12.977403,4.055155,-146362.324063,-604.591732,-2.706471,-6.174865,16450810.679370,20838191.927645,-1738741.628652,-1.000000
 57161, 47,10,21173709.392000,15.000000,31.283560,53.903770,4.508368,2.582894,-3644.563843,-154.924917,-0.693525,0.864265,-18573578.343876,4980454.043084,16712174.164733,-1.000000
 57161, 52,10,20837988.152000,20.000000,37.401109,224.906242,3.858543,2.301292,-102762.079808,154.924917,0.693525,-1.475151,1685206.639794,25205289.830652,-3730342.096435,1.000000
 57162,  5, 9,24233013.651000,35.000000,11.711035,104.381898,11.320043,3.909414,-1687.068844,18.016999,1.565921,-2.102054,-26570255.359799,2109658.685333,-1242589.506154,-1.000000
 57162, 15, 9,21304477.146000,38.000000,43.284079,25.930894,3.434670,2.081072,-105540.983062,-24.683720,-2.145349,-0.593841,-12110676.656298,10178010.940958,21118547.145747,-1.000000
 57162, 20, 9,21829397.305000,30.000000,33.806190,324.405498,4.227316,2.459921,153251.338807,10.126991,0.880172,0.407562,5093154.319212,15102080.904902,21134027.558992,-1.000000
 57162, 21, 9,21095648.161000,30.000000,56.992204,293.966399,2.810273,1.731960,-112981.991302,17.700015,1.538371,0.307168,1235078.308708,23254310.099876,13593665.885407,-1.000000
 57162, 24, 9,19786435.347000,36.000000,74.191609,106.677895,2.450241,1.538192,-15484.453168,-3.804286,-0.330644,5.547244,-14827924.489399,20167815.117681,8314044.435975,1.000000
 57162, 29, 9,23823811.276000,19.000000,13.307231,205.707554,10.043029,3.774105,127925.591489,-17.356000,-1.508471,-2.254309,1519934.274578,21727622.870877,-15233484.663429,-1.000000
 57162, 47, 9,21174094.257000,17.000000,31.280474,53.894024,4.527457,2.583051,-3644.564116,-2.111320,-0.183502,1.099721,-18571699.136658,4979132.668915,16714665.352467,-1.000000
 57162, 52, 9,20838657.316000,33.000000,37.393609,224.898570,3.875198,2.301604,-102762.080081,5.931596,0.515536,-4.497575,1685371.543369,25204751.717838,-3733894.868019,1.000000
 57162, 53, 9,21073252.349000,23.000000,32.663011,294.458362,4.357063,2.514426,3108.409506,-3.820276,-0.332034,9999.000000,9374553.454670,19327494.409714,13736080.874497,-1.000000
 57163,  5,10,24233525.383000,38.000000,11.707279,104.388214,11.292293,3.909739,-1687.068217,15.369761,1.540327,-0.572171,-26570145.474037,2109340.382739,-1245716.817561,-1.000000
 57163, 15,10,21304949.139000,38.000000,43.279146,25.938215,3.425564,2.081238,-105540.983519,-25.794635,-2.585087,0.674693,-12112457.079544,10175920.800636,21118572.109878,-1.000000
 57163, 20,10,21829061.447000,34.000000,33.811707,324.410319,4.215121,2.459662,153251.338672,12.280114,1.230689,7.348956,5090490.607652,15102649.137983,21134253.444088,-1.000000
 57163, 21,10,21095496.743000,35.000000,56.995924,293.953932,2.802451,1.731892,-112981.988201,14.190476,1.422141,-7.118924,1234260.795848,23255705.307272,13591209.182300,-1.000000
 57163, 24,10,19786505.815000,42.000000,74.193161,106.645581,2.443504,1.538184,-15484.454035,-1.247396,-0.125012,-6.792394,-14827828.506450,20166683.558496,8316947.985185,1.000000
 57163, 29,10,23824390.863000,20.000000,13.302715,205.702040,10.018631,3.774480,127925.589549,-14.798321,-1.483058,1.430112,1518795.600424,21726063.882667,-15235824.304234,-1.000000
 57163, 37,10,21027008.354000,28.000000,33.602634,29.625884,4.238078,2.469480,-8845.056642,3.004355,0.301091,9999.000000,-12551259.420212,6412519.029004,21261875.380908,-1.000000
 57163, 47,10,21174482.288000,21.000000,31.277217,53.884154,4.515460,2.583216,-3644.564388,-2.649173,-0.265495,4.540449,-18569819.773333,4977810.927141,16717156.137274,-1.000000
 57163, 52,10,20839325.057000,33.000000,37.386107,224.891075,3.865229,2.301915,-102762.080354,5.046521,0.505752,-5.783619,1685536.337041,25204213.111587,-3737447.550192,1.000000
 57163, 53,10,21073285.365000,31.000000,32.663936,294.447538,4.345006,2.514381,3108.408961,-5.401703,-0.541348,2.392571,9375014.808385,19329329.260631,13733182.933559,-1.000000
 57164,  5,11,24234039.482000,38.000000,11.703531,104.394551,11.298975,3.910062,-1687.067590,17.625787,1.720627,1.685614,-26570035.218436,2109022.031586,-1248844.102079,-1.000000
